QUERY_ID	COG_ID	CDD_ID	EVALUE	IDENTITY	GENE_NAME	COG_NAME	COG_LETTER	COG_DESCRIPTION
WP_014574935.1	COG0732	440496	3.42e-07	29.63	HsdS	Restriction endonuclease S subunit	V	Defense mechanisms
WP_014574941.1	COG1354	440965	1.86e-36	24.419	ScpA	Chromatin segregation and condensation protein Rec8/ScpA/Scc1, kleisin family	L	Replication, recombination and repair
WP_014574945.1	COG0209	439979	0.0	34.33	NrdA	Ribonucleotide reductase alpha subunit	F	Nucleotide transport and metabolism
WP_014574948.1	COG1057	440677	1.08e-52	32.178	NadD	Nicotinate-nucleotide adenylyltransferase NadD	H	Coenzyme transport and metabolism
WP_014574950.1	COG0210	439980	7.98e-120	26.9	UvrD	Superfamily I DNA or RNA helicase	L	Replication, recombination and repair
WP_014574951.1	COG0732	440496	4.31e-08	32.143	HsdS	Restriction endonuclease S subunit	V	Defense mechanisms
WP_014574955.1	COG2384	441950	1.07e-36	29.258	TrmK	tRNA A22 N1-methylase	J	Translation, ribosomal structure and biogenesis
WP_014574957.1	COG0272	440042	0.0	42.685	Lig	NAD-dependent DNA ligase	L	Replication, recombination and repair
WP_014574962.1	COG0587	440352	0.0	32.209	DnaE	DNA polymerase III, alpha subunit	L	Replication, recombination and repair
WP_014574963.1	COG0095	439865	8.5e-95	39.837	LplA	Lipoate-protein ligase A	H	Coenzyme transport and metabolism
WP_014574964.1	COG1249	440861	3.79e-176	40.725	Lpd	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase	C	Energy production and conversion
WP_014574969.1	COG0442	440211	1.18e-22	15.753	ProS	Prolyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
WP_014574975.1	COG0013	439784	0.0	31.919	AlaS	Alanyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
WP_014574976.1	COG1196	440809	1.18e-162	28.36	Smc	Chromosome segregation ATPase Smc	D	Cell cycle control, cell division, chromosome partitioning
WP_014574977.1	COG0280	440049	4.22e-110	39.634	Pta	Phosphotransacetylase (includes Pta, EutD and phosphobutyryltransferase)	C	Energy production and conversion
WP_014574978.1	COG0126	439896	0.0	50.0	Pgk	3-phosphoglycerate kinase	G	Carbohydrate transport and metabolism
WP_014574979.1	COG1122	440739	1.13e-56	36.607	EcfA2	Energy-coupling factor transporter ATP-binding protein EcfA2	P	Inorganic ion transport and metabolism
WP_014574981.1	COG0392	440161	9.93e-11	13.58	AglD2	Predicted membrane flippase AglD2/YbhN, UPF0104 family	M	Cell wall/membrane/envelope biogenesis
WP_014574985.1	COG0596	440361	2.54e-18	21.545	MenH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH/undecaprenyl monophosphate-sugar esterase UshA/YqjL	H	Coenzyme transport and metabolism
WP_014574986.1	COG3115	442349	8.55e-06	24.806	ZipA	Cell division protein ZipA, interacts with FtsZ	D	Cell cycle control, cell division, chromosome partitioning
WP_014574989.1	COG3266	442497	1.06e-05	13.311	DamX	Cell division protein DamX, binds to the septal ring, contains C-terminal SPOR domain	D	Cell cycle control, cell division, chromosome partitioning
WP_014574990.1	COG4166	443327	1.13e-05	20.354	OppA	ABC-type oligopeptide transport system, periplasmic component	E	Amino acid transport and metabolism
WP_014574992.1	COG4942	443969	4.23e-05	18.478	EnvC	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	D	Cell cycle control, cell division, chromosome partitioning
WP_014574997.1	COG3763	442977	8.09e-24	39.437	YneF	Uncharacterized conserved protein YneF, UPF0154 family	S	Function unknown
WP_014575015.1	COG0433	440202	0.0002	24.324	CedB	Crenarchaeal DNA import helicase CedB/HerA or a related bacterial ATPase	L	Replication, recombination and repair
WP_014575016.1	COG0086	439856	0.0	41.247	RpoC	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	K	Transcription
WP_014575017.1	COG0596	440361	6.33e-20	32.407	MenH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH/undecaprenyl monophosphate-sugar esterase UshA/YqjL	H	Coenzyme transport and metabolism
WP_014575023.1	COG0018	439789	4.01e-121	32.841	ArgS	Arginyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
WP_014575046.1	COG0246	440016	2.61e-06	30.952	MtlD	Mannitol-1-phosphate/altronate dehydrogenases	G	Carbohydrate transport and metabolism
WP_014575048.1	COG1284	440895	6.45e-38	19.126	YitT	Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains	S	Function unknown
WP_014575049.1	COG0336	440105	3.5e-124	48.498	TrmD	tRNA G37 N-methylase TrmD	J	Translation, ribosomal structure and biogenesis
WP_014575051.1	COG1307	440918	1.11e-37	24.138	DegV	Fatty acid-binding protein DegV	I	Lipid transport and metabolism
WP_014575057.1	COG0008	439779	0.0	39.916	GlnS	Glutamyl- or glutaminyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
WP_014575059.1	COG4591	443648	1.65e-06	20.915	LolC	ABC-type lipoprotein targeting system transmembrane component LolC/LolE	M	Cell wall/membrane/envelope biogenesis
WP_015344914.1	COG1466	441075	4.58e-27	23.154	HolA	DNA polymerase III, delta subunit	L	Replication, recombination and repair
WP_015344925.1	COG0319	440088	1.26e-28	29.839	YbeY	ssRNA-specific RNase YbeY, 16S rRNA maturation enzyme	J	Translation, ribosomal structure and biogenesis
WP_015344929.1	COG2182	441785	0.01	22.857	MalE	Maltose-binding periplasmic protein MalE	G	Carbohydrate transport and metabolism
WP_017532717.1	COG2213	441815	4.32e-129	42.967	MtlA	Phosphotransferase system, mannitol-specific IIBC component	G	Carbohydrate transport and metabolism
WP_017532742.1	COG0531	440297	1.97e-19	21.622	PotE	Serine and glutamate transporter AimA/YbeC, amino acid:H+ symporter family	E	Amino acid transport and metabolism
WP_017532769.1	COG4913	443941	0.000207	17.606		Uncharacterized conserved protein, contains a C-terminal ATPase domain	S	Function unknown
WP_017532771.1	COG2868	442115	3.36e-18	33.019	Prp	Cysteine protease Prp/YsxB, processes ribosomal protein L27	J	Translation, ribosomal structure and biogenesis
WP_017532796.1	COG3266	442497	0.000709	16.529	DamX	Cell division protein DamX, binds to the septal ring, contains C-terminal SPOR domain	D	Cell cycle control, cell division, chromosome partitioning
WP_017532806.1	COG0550	440316	0.0	37.397	TopA	DNA topoisomerase IA	L	Replication, recombination and repair
WP_017532960.1	COG0528	440294	3.78e-78	32.377	PyrH	Uridylate kinase	F	Nucleotide transport and metabolism
WP_019830469.1	COG1653	441259	5.71e-06	21.818	UgpB	ABC-type glycerol-3-phosphate transport system, periplasmic component	G	Carbohydrate transport and metabolism
WP_019830474.1	COG0554	440320	0.0	54.691	GlpK	Glycerol kinase	C	Energy production and conversion
WP_026088309.1	COG0286	440055	0.000359	18.699	HsdM	Type I restriction-modification system, DNA methylase subunit	V	Defense mechanisms
WP_026088348.1	COG1196	440809	2.52e-05	18.28	Smc	Chromosome segregation ATPase Smc	D	Cell cycle control, cell division, chromosome partitioning
WP_053344019.1	COG3883	443091	2.4e-06	15.094	CwlO1	Uncharacterized N-terminal coiled-coil domain of peptidoglycan hydrolase CwlO	S	Function unknown
WP_053344053.1	COG0463	440231	3.82e-28	24.299	WcaA	Glycosyltransferase involved in cell wall bisynthesis	M	Cell wall/membrane/envelope biogenesis
WP_053344054.1	COG2271	441872	5.74e-09	21.182	UhpC	Sugar phosphate permease	G	Carbohydrate transport and metabolism
WP_053344057.1	COG0721	440485	1.56e-14	31.395	GatC	Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit	J	Translation, ribosomal structure and biogenesis
WP_053344059.1	COG0732	440496	4.36e-06	26.389	HsdS	Restriction endonuclease S subunit	V	Defense mechanisms
WP_053344080.1	COG0732	440496	8.8e-06	26.923	HsdS	Restriction endonuclease S subunit	V	Defense mechanisms
WP_053344184.1	COG0732	440496	1.46e-06	31.25	HsdS	Restriction endonuclease S subunit	V	Defense mechanisms
WP_129639275.1	COG0178	439948	0.0	58.961	UvrA	Excinuclease UvrABC ATPase subunit	L	Replication, recombination and repair
WP_129639287.1	COG3639	442856	1.84e-35	25.41	PhnE	ABC-type phosphate/phosphonate transport system, permease component	P	Inorganic ion transport and metabolism
WP_129639289.1	COG0531	440297	9.23e-30	20.911	PotE	Serine and glutamate transporter AimA/YbeC, amino acid:H+ symporter family	E	Amino acid transport and metabolism
WP_129639291.1	COG1418	441028	1.52e-17	27.559	RnaY	HD superfamily phosphodiesterase, includes HD domain of RNase Y	J	Translation, ribosomal structure and biogenesis
WP_129639293.1	COG4603	443653	4.05e-43	23.823	NupP	ABC-type guanosine uptake system NupNOPQ, permease component NupP	F	Nucleotide transport and metabolism
WP_129639296.1	COG0580	440345	7.26e-46	32.78	GlpF	Glycerol uptake facilitator or related aquaporin (Major Intrinsic protein Family)	G	Carbohydrate transport and metabolism
WP_129639298.1	COG0711	440475	0.001	29.851	AtpF	FoF1-type ATP synthase, membrane subunit b or b'	C	Energy production and conversion
WP_201281260.1	COG4942	443969	0.008	15.854	EnvC	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	D	Cell cycle control, cell division, chromosome partitioning
WP_216745971.1	COG0290	440059	4.96e-53	35.632	InfC	Translation initiation factor IF-3	J	Translation, ribosomal structure and biogenesis
WP_225971122.1	COG3611	442829	0.000161	22.277	DnaB2	Replication initiation and membrane attachment protein DnaB	L	Replication, recombination and repair
WP_225971123.1	COG0226	439996	3.25e-27	23.418	PstS	ABC-type phosphate transport system, periplasmic component	P	Inorganic ion transport and metabolism
WP_225971127.1	COG1132	440747	0.0	32.886	MdlB	ABC-type multidrug and LPS transport system, ATPase and permease component MsbA	M	Cell wall/membrane/envelope biogenesis
WP_225971135.1	COG0211	439981	5.12e-41	57.143	RpmA	Ribosomal protein L27	J	Translation, ribosomal structure and biogenesis
WP_231113985.1	COG0732	440496	9.17e-06	30.12	HsdS	Restriction endonuclease S subunit	V	Defense mechanisms
WP_231113987.1	COG0732	440496	3.46e-06	27.692	HsdS	Restriction endonuclease S subunit	V	Defense mechanisms
WP_232018006.1	COG0484	440252	1.08e-21	40.278	DnaJ	DnaJ molecular chaperone, contains DnaJ and DnaJ_C  domains	O	Posttranslational modification, protein turnover, chaperones
WP_232018009.1	COG0484	440252	2.21e-21	40.278	DnaJ	DnaJ molecular chaperone, contains DnaJ and DnaJ_C  domains	O	Posttranslational modification, protein turnover, chaperones
